Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,3764.64091159037
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,41323.921502169
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,1353.68426033735
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,18070.7767788584
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,44912.2660945027
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9333.2702313727
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,35210.7888279758
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,3923.57334364713
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,732.561347319453
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,591.806149672952
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,4119.67648694763
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,814.546395216916
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2341.27532008595
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,42431.8882817277
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,12483.8659406349
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,51213.6613332843
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1606.0382849889
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3334.54907484848
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,4862.29972856127
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4974.0269301667
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,61807.6703737555
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,81672.0227049126
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,35690.9630779526
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,30180.3215146877
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,4939.83728131233
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,34567.7456750995
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4096.09927499826
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,10510.7718884148
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,1355.04578833975
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1504.71554652944
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People’s Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,27105.076226264
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,3574.17402997973
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,29109.0687433547
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1121.08283510739
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2159.43315209405
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,13639.6941197963
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,8452.44364087841
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1152.31679631028
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,452.038071650923
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,4695.2730939977
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,168146.015281103
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,14289.1205692355
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,101446.786303182
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,75484.2865809425
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macedonia, FYR",MKD,4834.13672297387
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,402.088311769817
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,362.657544352305
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,9648.55345515912
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,9575.77070044853
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,749.950157148436
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,23759.0283363881
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,3390.91029173114
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,1158.25637052423
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,9260.44730250635
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,9290.76062857618
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3018.00867541869
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,1832.4990518988
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,3946.96207454865
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,6514.27269528653
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,2864.09291462974
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,528.312559745128
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1138.99227090869
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4852.09226730267
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,8052.88838546659
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,747.160462355857
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,44746.3340485236
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,38649.3784975761
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2073.49793802454
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,364.443722751495
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2655.15797711367
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,17020.5779334501
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,74498.13763927
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,16406.7116182533
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1428.63762767431
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,13767.5169109357
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,13684.1308015698
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2605.94596916662
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,4109.36772421106
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6053.11241492924
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,2878.33837046989
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,12566.4834429716
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,19252.6349536042
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,29697.1619931838
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,66346.5226685873
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,8978.38925434643
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,9346.61636024231
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,711.773977346877
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4149.41142948863
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,47610.9850756554
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1613.48020706019
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,20732.8617218565
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,910.774777246034
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,5237.25533423136
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,14725.1017400575
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,582.936203085803
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,54940.8581377449
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,16132.8603100425
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,20873.1611094925
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,1965.42203216771
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,476.795737597013
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,5746.68112702961
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,917.921473873704
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,25789.5195481476
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3842.16385988701
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,16178.188891072
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,9306.35886837708
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,6913.03884396936
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,2513.88466117983
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,8724.72389713678
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,50812.1908597713
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,82016.0213129432
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,918.677154325296
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,872.295494924971
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5846.39460806913
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,2501.59835400972
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,551.150673157549
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4093.84958521364
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,17941.8005923033
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3828.10063289426
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkey,TUR,10984.8052020041
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,6432.66876792426
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3232.07334039174
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,675.121141793718
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,2124.66266591114
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,39122.0497054272
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,44305.5546320834
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,56443.8172422582
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,15524.8424684038
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,2137.57685230278
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2788.77091878844
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,2065.16909895862
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,34954.9716832235
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,2865.80510851865
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,1285.56301929087
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1313.88964550765
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1033.41584138021
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,6413.3771611793
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,9842.96867053897
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,12456.4265235151
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,3270.07547818294
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,9546.20926428065
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,6510.50345148507
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,6579.58454314775
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,34362.6889454659
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,22451.8090510878
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,7485.56741413309
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,7951.31391711776
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,32207.3850954362
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1555.46675847133
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,883.408007194553
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,39136.5232856421
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,5562.58976975937
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,4506.8525146343
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1935.32404517996
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,1009.24972105078
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,1320.94812570881
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,8203.44179816142
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,8723.02670884091
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,7866.21930402076
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,8583.71747756657
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,970.423910856363
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,4333.70502795329
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,761.645110283475
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,2003.50180026326
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,7323.03108336219
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,3905.95829078681
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,3918.24563133813
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,4792.11849230798
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,55153.2152676874
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,36394.7858618146
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,12676.9267311678
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,3640.27133730497
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,40337.9155287767
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1528.43041880008
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,11605.696008222
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,1545.27731257625
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,1545.27731257625
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1600.6968840215
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1599.47779012089
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1600.6968840215
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,7965.02810365635
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,10172.2228166826
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 11/14/2018,,,,
